Id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,Target
137375-query,-137.87418,11.772046,2.3946571,-130.14192,79.44468,-94.36502,-456.2767842772106,-0.42723274,120.76409,6.6252213,-153.4182,-79.25194,-21.849955,29.041702,154.85915,-15.186194,9.808643,-5.0665193,-182.70984,-79.46993,-63.693115,1449.0835881119124,-42.245872,63.905037,-36.32562,813.7700714289165,-95.76849,14.536633,-23.497688,157.66183,-30.543201,-109.33316,71.854515,-628.65110793956,58.404915,102.6849,-10.755152,-124.534836,-148.13335,-31.277008,-26.730082,8.217041,-0.61109924,28.05429,-43.96808243586692,120.32234,-66.960724,-243.4852,60.792473,65.98963,39.75507,-53.29361,70.57314,-105.11308,82.116394,61.19694,-130.79413,52.29416,-98.10029,-615.7943868191852,-76.81991,-125.09202,-114.39062,46.305206,-158.79,127.99161150172938,64.23065,11.739162,21.103977,126.27001,-1074.4648878939415,28.53748,356553-base
84696-query,-80.47198,-0.53780556,-64.40971,-136.30757,71.64582,-64.50144,-759.626064846782,132.83133,120.19303,59.146805,-165.91122,-47.806683,-68.61275,32.518486,136.70929,-33.192238,-0.59695005,-103.81297,-134.01729,-79.21622,-176.9924,1507.23127421948,64.09278,72.30445,21.727583,813.7700714289165,-99.11638,16.478668,22.22116,160.07587,-32.32011,-77.794014,79.872574,-563.3068114660975,-2.3028107,92.216385,3.3320274,-142.20677,-122.55063,-28.899855,-8.37681,12.816216,-217.76877,55.045204,-60.73334335614479,20.81445,-87.182396,-145.61037,37.963173,-74.00531,-95.79147,-120.25971,56.777027,-98.17002,82.48016,58.25695,-128.04836,-18.248447,-81.294846,-140.81985195112816,-72.12315,-133.96394,-76.22847,38.89941,-142.88562,125.7936319563854,67.59521,-59.397655,38.824203,118.659485,-1011.6028472213318,-57.780865,925588-base
45291-query,-103.9568,4.087273,-33.468025,-138.96371,155.26674,-65.899765,-759.626064846782,-50.723137,119.46663,149.44539,-131.51591,-10.884457,-12.318329,-18.896702,107.31206,-30.459183,5.951042,-53.3642,-174.86247,-79.86352,-92.753914,1507.23127421948,-20.68803,45.17862,46.78392,813.7700714289165,-48.923363,18.792202,-120.3987,146.45564,-72.33032,-125.07071,33.460655,-875.082387843956,96.75719,115.9185,-14.779915,-134.48271,-116.49298,-55.038254,-10.853784,-3.0757132,-124.70752,91.37897,-61.44141717246884,36.799744,-32.791782,-171.5013,15.505749,-14.895296,-30.154037,23.7591,58.978657,-145.3265,93.44161,62.43348,-138.67715,-30.948486,-43.09279,-219.34613719301976,-77.64765,-121.85882,-55.76525,17.815607,-256.22882,1.890479849873202,68.025,46.865723,-12.774826,141.49614,-1074.4648878939415,17.539303,88235-base
151114-query,-134.76888,14.611021,-33.807854,-135.1772,139.58258,-101.44205,-63.17911470219457,20.408262,115.570816,61.429176,-98.383316,-111.50279,-46.37229,86.71305,31.480598,-10.02936,42.708103,-54.49767,-78.81307,-78.766106,-136.60504,1507.23127421948,-23.733532,76.52645,-4.2451344,813.7700714289165,-61.893112,16.225025,-37.55735,147.32771,11.661742,-126.79547,91.26965,-683.1976344902994,98.206024,76.71803,-2.142439,-153.46942,-96.701996,-49.029198,-22.684399,-3.7468204,-215.67517,126.23726,-44.41744693118124,77.203,-154.3887,-112.92177,5.69611,15.050457,140.86656,41.929115,53.502735,-174.52689,87.79556,50.277885,-140.19843,-21.84888,-80.541794,-440.7747077986688,-61.6446,-125.489105,-71.43926,67.76524,-104.89252,-18.6693436083406,69.43312,39.78376,84.779526,163.38545,-1074.4648878939415,-113.1169,661668-base
83104-query,-39.24262,15.1373625,18.290077,-135.59865,138.7977,-109.215195,89.15596197407375,-40.477036,127.101616,142.33751,-142.79204,-104.0009,-106.112816,15.235855,81.16044,-18.382057,23.566807,-61.82084,-57.358253,-79.37409,-128.37978,1507.23127421948,4.6692276,1.6411247,-34.33725,813.7700714289165,-32.2139,12.629583,-9.841522,165.91559,-19.493986,-105.74657,156.15543,-1018.4695451281018,-34.90568,29.340439,6.72534,-155.16653,-88.589355,-45.903076,10.122049,6.4818726,-141.34534,119.07266,-57.66862083931693,72.196144,-132.01523,-203.39407,16.585411,-53.743908,54.24785,-31.504288,67.70067,-78.78779,90.131805,83.646904,-124.79435,36.67411,-203.41399,-17.77056042580488,-118.71106,-132.25394,-16.724236,15.433334,-124.75125,-38.04178054107091,65.05706,4.1441603,-29.893883,69.74063,-1074.4648878939415,-69.43223,919289-base
8481-query,-99.57381,-0.5452771,4.287449,-170.4938,69.08826,-68.803925,-530.1247240719107,43.310715,123.664604,167.01468,-220.72382,-92.21052,-2.460743,-41.894356,190.83667,-16.415009,-18.970123,79.51915,-227.0994,-79.48232,-89.91087,408.83520830986487,19.539753,94.64358,14.535806,813.7700714289165,-58.478172,18.763115,-63.472023,155.29073,-0.38394356,-149.69179,126.804184,-547.9459222346413,57.23595,91.65859,-38.14329,-144.87341,-104.61088,-66.37487,-6.593977,6.536267,-86.949234,148.3764,-60.34026234307897,29.07227,-8.637077,-141.69724,65.54727,51.42633,35.970284,-1.5041504,69.57388,-47.9719,89.25124,84.41331,-128.04974,-4.9013395,-132.66281,-224.90697825530484,-12.038788,-127.29515,-146.7554,34.624878,-132.80598,-56.93313869815927,67.958275,-32.064964,41.808167,98.81807,-716.9656402374701,-117.49356,628053-base
54915-query,-93.746086,3.3366952,-45.47663,-157.10516,15.149742,-61.804306,-641.1228753378742,36.11006,113.861946,83.20819,-43.511948,-120.439835,-41.924522,-48.64984,133.04543,-9.194849,0.06155753,-28.738525,-62.552315,-80.28637,-38.672783,1507.23127421948,-46.124226,83.04138,6.415124,813.7700714289165,-44.197945,12.787378,-37.024147,145.12465,41.49608,-119.848206,91.97192,-1018.4695451281018,24.811249,77.94288,-9.098015,-128.78452,-104.2962,-37.497467,-9.40024,-4.8900766,-157.38072,198.13652,-37.9032760689575,49.16322,54.58831,-169.16997,42.72932,-53.88131,-14.32222,-32.258984,100.3716,-61.631313,80.687355,62.16153,-128.6613,121.94546,-146.6092,-37.595298789120825,-1.5108032,-132.68542,-91.974045,8.993118,-187.2596,-89.91159402231742,66.18557,4.5954485,96.32344,146.40965,-241.89850847947025,-53.534367,851032-base
165684-query,-95.56263,-2.814261,-4.7831,-153.72433,127.174225,-36.576706,-218.960058053006,99.73563,128.64726,76.28658,-166.40128,-96.80435,-10.778652,-34.82428,201.79596,-25.615622,-14.588515,-11.061684,-135.9725,-79.061195,-130.02321,1507.23127421948,12.84853,86.75333,27.837132,813.7700714289165,-89.676674,12.627174,-141.05771,131.77417,-28.014572,-220.40158,50.069923,-735.6713646911912,55.290836,94.26915,1.0266752,-144.80414,-107.50965,-38.380703,-4.36076,3.7424316,-56.16669,63.54055,-48.29462903421815,14.081638,-235.55832,-218.52606,38.600662,-2.4085732,-4.2939873,9.504536,62.09897,-145.79976,90.58784,70.57435,-131.97598,61.132404,-57.841747,-337.1481438592387,-77.28082,-126.081955,-54.578156,20.149952,-172.2487,8.627830852749412,67.45235,-19.750088,-12.351372,151.31538,-22.59025103384829,-89.29364,1934562-base
155569-query,-58.504395,8.337613,-30.799833,-143.11884,111.3871,-71.87302,-560.211228927383,-107.30196,121.92274,143.89015,-104.20656,-19.15047,-9.0796585,61.891487,91.87027,-35.600807,-28.364365,96.53914,-93.24118,-79.41239,-83.32869,1507.23127421948,-87.37864,34.12388,67.35205,813.7700714289165,-48.75305,18.957598,-126.36369,150.74275,-19.74557,-132.83072,94.65363,-735.6713646911912,54.604916,113.5586,-32.62355,-156.78645,-134.3088,-43.235703,-8.311077,-4.400488,-35.216827,187.50107,-29.57182831825611,37.726143,-192.69672,-209.44855,71.53938,23.323982,153.48633,21.455408,39.57225,-77.363785,86.807945,62.11816,-123.34555,-28.971668,-157.0623,-366.6513484954369,-64.993126,-143.17172,-44.89244,6.5614433,-127.165665,109.11484146544028,67.864784,-50.72723,153.11426,133.28133,-1101.2986727339269,3.601429,882310-base
131311-query,-128.83492,4.922583,-75.51341,-113.59269,163.12268,-56.1929,-603.9529389010845,41.741142,129.70067,171.25783,-109.363754,-79.495026,-84.34879,26.70081,133.0647,-8.384781,-2.7812881,-84.91142,-188.40503,-79.77614,-149.44614,230.9421705921763,29.291145,47.22389,28.4379,813.7700714289165,-24.640987,14.653319,-23.921272,142.86739,1.9223728,-173.99358,76.78504,-505.8536460315851,45.529327,77.447334,-38.029922,-143.85132,-131.14227,-24.36568,-14.217724,3.7815886,-84.02852,254.62613,-23.37611702036364,74.03792,-9.758804,-81.10417,139.59612,-107.96538,-6.836422,-39.589005,76.81735,-117.837166,88.40244,61.601532,-140.72052,53.114193,-235.30194,-268.3909953103038,-43.263065,-132.703,-131.59564,84.95592,-119.499725,-90.40394391713497,66.28832,-9.56636,9.896973,143.04846,-248.405464178895,-9.261906,1966644-base
23934-query,-82.675476,-0.7152791,-32.343452,-143.81308,71.461105,-82.91745,-379.6824308845253,72.501434,127.21636,13.608604,-168.35004,-29.115196,-85.84424,-33.414528,166.17128,-42.10869,-12.53356,-62.320915,-140.46161,-79.155266,-62.237846,1507.23127421948,-44.960075,67.47849,13.238081,813.7700714289165,-29.007442,15.971371,-94.45553,156.89604,-26.240261,-202.20412,116.45378,-137.64675674083605,35.182346,65.61071,-35.632694,-154.29965,-133.64868,-20.930763,-9.948934,5.9653463,-77.98479,146.09372,-42.43524462242042,64.80517,33.691444,-78.42777,42.277153,-76.12308,-18.138107,-54.615616,81.10515,-204.12709,87.02682,78.30994,-138.38031,-32.68296,-207.09962,-291.63376346074546,8.288742,-130.27078,-64.90823,83.42265,-204.03113,-127.86923764970452,64.180725,-14.310022,-5.953903,107.18292,-936.4383941406804,-20.718676,445656-base
198639-query,-113.25386,8.840739,-31.012825,-126.492294,77.54106,-60.87869,-404.2832276251436,-15.334299,133.75446,117.80438,-186.71854,-74.56914,-23.129408,7.844484,147.9884,-20.976898,-2.4012203,35.081173,-135.3839,-79.23219,-75.06346,1507.23127421948,35.77564,5.423588,-19.066345,813.7700714289165,-92.35798,26.28234,-198.52866,147.85231,4.8644905,-148.84232,94.057144,-735.6713646911912,91.548965,72.143974,0.87040997,-143.64665,-129.35121,-27.507587,3.891717,5.7157593,-99.03157,118.87606,-57.63933861103355,133.70056,-96.854485,-131.7605,-4.270424,-75.525795,-36.177425,0.13631058,64.53517,-66.945724,86.041565,73.051506,-133.00584,-11.288129,-118.09613,-135.72798724254503,-105.84955,-137.184,-86.33362,57.653065,-184.42072,-72.08077827622957,68.85873,20.534327,54.66266,118.69702,-1002.7556493464048,-7.6054344,216065-base
63954-query,-87.747604,10.814169,6.7561455,-183.03699,134.6707,-94.95833,-150.33779318654115,-7.1221657,116.26141,206.01117,-143.65146,-99.31841,-56.55366,-26.928053,140.38887,-24.728456,-5.5073113,-43.559696,-95.42733,-79.58796,-112.6544,1507.23127421948,-27.144453,36.82856,-8.718363,520.4711689412236,-114.39528,18.404675,-113.90152,176.26544,31.593296,-87.88954,92.18584,-734.8772210107004,68.578156,81.93763,-30.929157,-130.60187,-140.93379,-50.94768,-8.531076,9.843278,3.5080948,36.628105,-61.13083165286744,63.66185,-167.8847,-212.26282,19.886276,91.04484,8.9613,-32.18392,53.34552,-86.58197,89.08419,55.166164,-145.42366,83.50871,-106.72901,-626.0998441799776,-49.164207,-142.28574,-106.23425,13.918552,-116.20318,53.5131617895498,66.42004,15.705915,150.36221,62.120564,-157.29250330527532,-33.26831,1552549-base
187501-query,-90.06792,9.604801,-8.71212,-149.11641,83.65668,-101.01037,-759.626064846782,96.82145,123.93437,129.64989,-193.40143,-104.54097,-18.517847,22.93915,106.18921,-36.977043,-21.328388,-17.69755,-231.81778,-79.227264,-101.25961,501.80474027036126,-88.56928,99.24034,-45.777042,813.7700714289165,-200.40913,27.3354,-123.65928,152.96149,28.840168,-150.09953,87.8024,-323.0357538557575,54.732635,96.45491,-18.887688,-133.18404,-142.16896,-59.450104,-8.600718,3.4159527,-34.744453,93.792854,-38.01669399758744,47.293423,-118.44977,-274.2022,-14.711864,-63.07331,23.551456,-62.782417,64.55806,-104.026474,87.63695,57.271896,-139.09702,26.13784,-190.96219,-478.1618603027785,-219.12665,-134.28635,-93.743645,-10.535374,-138.67334,-130.76663082845843,68.149055,22.528284,54.45379,95.78262,-480.6655138948988,-27.886856,62041-base
42621-query,-95.537254,5.3930354,-47.74855,-149.20456,115.77626,-62.325745,-759.626064846782,-69.11981,132.98929,190.92766,-120.26838,-119.2376,-115.673584,-47.53431,168.25275,-22.668468,0.9829643,-7.0735097,-198.1232,-78.512245,-52.27061,1109.732063775799,-92.78326,39.80979,37.40188,813.7700714289165,-138.54196,10.66161,-103.954124,132.05438,-45.334938,-125.37901,53.19407,-432.5761894264736,129.89415,78.36845,-21.956182,-152.85643,-145.11249,-38.89982,-1.9748597,-4.885545,-134.08801,79.54454,-57.97895554048014,71.32321,-53.52296,-161.86736,29.468765,35.05773,-69.336945,66.5178,64.56317,-110.15127,90.68536,50.47651,-129.96338,27.470924,-32.547623,-328.2785372666703,-141.24142,-134.79416,-70.56751,52.18755,-265.06,167.84947920283662,67.42115,59.59278,110.49394,141.54837,-273.0203570409905,-30.606403,29653-base
47244-query,-82.12431,8.758166,-10.489815,-136.40155,65.659164,-100.496796,-759.626064846782,88.96747,115.22173,86.84964,-49.96415,59.994728,-15.497055,29.747267,187.36554,-17.126856,34.383644,27.240078,-84.34074,-79.27658,-106.53794,1507.23127421948,-1.8842707,107.14145,-29.10719,813.7700714289165,-122.274216,11.182901,-37.127686,152.33148,-58.698082,-115.144936,82.02974,-514.831334380355,57.101593,72.260506,9.100466,-149.02127,-125.90481,-75.04912,-20.265297,10.073046,-166.75558,60.42935,-61.44141717246884,43.862175,-146.10426,-169.51407,104.63945,-23.742077,18.59479,38.81154,66.52955,-158.71127,90.96073,64.64848,-135.25626,14.557552,-124.52223,-445.0010263557489,-62.401855,-138.1987,-102.241646,20.412617,-131.78911,15.854215067976751,69.12265,46.86412,90.216934,150.04137,-525.5095579654926,26.800266,211134-base
74357-query,-136.95056,2.6201458,-23.80708,-177.21704,95.67675,-81.94828,-759.626064846782,175.64038,132.87033,154.12051,-136.32112,-17.17706,23.434483,-10.092897,128.69824,-54.319965,-21.805544,-5.5576634,-178.97617,-78.80476,-107.658936,1507.23127421948,-19.774021,90.63406,50.21975,-35.1475419408753,-94.3776,17.808735,-63.59057,133.38373,-22.888557,-191.09175,88.13868,-313.27292880067364,64.303246,79.04576,-22.33337,-152.07727,-97.46832,-34.774666,9.114965,-3.7866707,-76.49164,64.67537,-57.19646519173018,-16.382809,-131.20601,-107.04992,11.878094,15.278118,22.700619,64.89135,60.87008,-75.85244,90.09993,68.23194,-130.76749,-23.438965,-155.48001,-475.4942101147316,-33.805466,-130.015,-71.94811,77.79038,-128.12196,146.39439140517095,67.14932,-26.679699,-15.862679,109.43605,-983.7001936096284,-103.63601,283585-base
186721-query,-86.801125,11.308543,-46.031116,-126.69197,43.096115,-74.818665,-204.15592740277745,53.092033,126.79681,125.841225,-146.90416,-47.528893,-29.05346,-7.8911266,177.25694,0.031900406,14.649044,-10.145495,-157.56177,-81.003746,-45.258102,1507.23127421948,-57.85965,39.893524,42.58822,813.7700714289165,-5.910721,19.968204,-9.335121,164.34985,35.474545,-180.10684,32.112366,-366.13944587412,25.907589,98.35233,2.4173641,-153.01724,-108.255516,-32.824776,-8.826773,6.933921,-63.709885,100.4306,-22.525427292323457,70.63687,-28.751,-161.648,144.08487,-69.73407,-2.5817509,4.2672806,62.501797,-111.077515,80.92137,58.076824,-136.3133,-62.357,-37.461937,-665.6849835569491,-162.53975,-126.76378,-58.604206,61.592674,-126.20654,-106.25043876295167,64.032936,33.262585,93.18633,90.44481,-1074.4648878939415,-83.39137,1566844-base
156270-query,-124.18378,8.354708,-47.74317,-130.79364,64.94637,-117.24521,-759.626064846782,-8.854467,121.4403,73.98344,-91.029205,-61.105442,-18.774988,-12.772881,128.07565,-46.05847,27.916487,-69.61908,-47.298035,-78.72365,-71.087364,411.2908162396984,-29.867437,45.900433,-1.9842129,839.0676256649082,-100.68133,19.780071,-166.7537,155.41553,1.5660257,-106.41774,69.54333,-648.4086311284327,111.39195,87.01669,-3.5173273,-141.5344,-134.60042,-36.135345,-12.64094,7.277456,-162.71692,161.79167,-41.51078638170782,5.651726,-56.790485,-113.09777,82.145744,-107.64693,130.4201,-15.212492,72.93149,-83.59816,91.143135,73.031624,-130.37814,20.330166,-133.1651,-370.8546083908936,-88.97142,-138.88542,-55.748604,75.72589,-104.53145,146.2167844474274,66.58578,71.45889,41.97184,116.39221,-1013.4640689378688,-1.2027245,1961661-base
28334-query,-73.88049,10.953278,-74.36778,-170.33952,97.622314,-19.22517,-585.6189948706302,96.45997,125.223274,91.0057,-155.73605,18.772018,-40.441994,96.48355,122.75467,-28.792187,-12.525227,-13.20076,-212.11032,-79.16227,-97.25831,1507.23127421948,-104.53236,97.278244,47.60544,813.7700714289165,-133.20695,19.057802,-106.51225,155.33804,33.652866,-121.410065,64.80875,-735.6713646911912,112.559814,53.39801,7.0605164,-142.80109,-124.81278,-62.62114,-8.268562,9.432994,-83.130295,104.98976,-56.19990414884485,45.389694,-29.209435,-191.8445,-2.9051018,-21.339268,120.762985,-70.37835,75.70457,-78.76416,87.70625,61.075897,-126.992836,103.27054,-206.66873,-349.61122863850005,-127.33769,-129.52449,-93.12691,74.32471,-188.7349,80.80067400331885,67.22371,46.405083,-37.00334,108.76404,-1262.0516012268763,-13.591537,201027-base
3689-query,-111.991425,8.2438345,-49.40848,-180.51193,-27.39325,-38.43417,-545.1135704558844,114.45762,126.7131,151.6121,-28.956856,-139.0941,-82.37401,-21.789236,186.93343,-30.906275,28.524057,7.2281456,-144.60173,-80.25714,-97.565056,1507.23127421948,-26.665886,33.9591,-2.89575,813.7700714289165,-159.9971,12.253241,-109.54697,139.52025,-33.145706,-179.4165,55.50866,-156.2498902662079,53.400772,75.281265,-68.80264,-163.33832,-113.980515,-34.25245,-17.861622,7.026136,-126.210754,181.54214,-16.440254139577693,103.20664,29.88948,-106.048615,-9.376621,41.57907,-10.900616,-50.49977,72.45453,-103.42588,94.14419,60.245796,-130.74757,-59.73395,-199.37636,-580.6095084528744,-147.02368,-129.7367,-81.78752,5.4893417,-135.38174,91.40784007376485,65.64714,89.02234,100.69611,126.49982,-1190.1348568689905,-59.53177,353176-base
